Suresnes (92),"Temps plein, CDI",40 000 € - 60 000 € par an,Data Scientist,Kertios,- Suresnes (92),"Le Data Scientist a pour mission le traitement et la valorisation de données massives. Il est à la fois analyste statisticien et informaticien et a pour mission d’apporter des informations aux métiers en structurant et en manipulant habilement les données complexes du Big Data.
Si vous souhaitez…
Travailler au sein d’une Direction Métier (Digital, Marketing, Risques et Actuariat) d’une Banque ou d’une Assurance,
Réaliser des études quantitatives et qualitatives (offres produits et tarification, analyse de campagnes, …) visant à améliorer la connaissance client et piloter les actions commerciales
Participer à des projets d’envergure, à forte valeur ajoutée
Alors pourquoi pas vous ?
Vous aimez travailler dans un environnement stimulant et challengeant ?
Vous possédez d’excellentes capacités d’analyse, de synthèse et le travail en équipe est votre point fort ?
De formation Bac+5 en école d’ingénieur ou parcours universitaire en analyse statistiques ou économétrie, vous êtes dotés d’une forte sensibilité marketing.
La maitrise de certains des outils suivants seront un atout pour le poste :
- Data Viz / Data Prep : Tableau Software, Qlik Sense, Microsoft Power BI, Data IKU, Alteryx, …
- Reporting et décisionnels : IBM Cognos, SAP BO, langage SQL, …
- Statistiques et langage de manipulation : SAS, Python, R, SPSS, …
Python : ⭐⭐⭐
Maths et Stats : ⭐⭐⭐⭐
Data viz : ⭐⭐⭐⭐
N’hésitez plus, rejoignez-nous !
Type d'emploi : Temps plein, CDI
Salaire : 40 000,00€ à 60 000,00€ /an
Expérience:
data scientist ou similaire: 2 ans (Requis)"
Neuilly-sur-Seine (92),"Temps plein, CDI",40 000 € - 70 000 € par an,CONSULTANT DATA SCIENTIST H/F,EVERSA,- Neuilly-sur-Seine (92),"Pour intervenir sur nos missions de conseil et d’expertise à haute valeur ajoutée, nous recherchons un “Data Scientist”, dont le rôle sera d’assurer des missions de conseil et d’accompagnement de nos clients sur leurs besoins.
Vous aurez pour mission de déterminer, à partir de sources de données multiples et dispersées, des indicateurs permettant la mise en place d’une stratégie répondant à une problématique. A ce titre, voici vos principales missions :
Identifier les besoins et la problématique des directions métiers
Définir une modélisation statistique qui permette de répondre à la problématique
Construire des outils d’analyse pour collecter les données de l’entreprise
Sourcer et rassembler l’ensemble des sources de données structurées ou non structurées nécessaires à l’analyse et pertinentes
Organiser, étudier et synthétiser ces sources de données sous forme de résultats exploitables
Modéliser les comportements et en extraire de nouveaux usages utilisateurs
La maitrise des sujets suivants est indispensable :
Langages de programmation : Python/ R
Bases de données : SQL (SQL Server ou PostgreSQL ou MySQL), NoSQL (MongoDB, Cassandre, Couchbase)
Compétences en Machine Learning : Clustering, Neural networks ou réseaux de neurones, Classification, Régression, Random forest, Support Vector Machines, …
La maitrise des sujets suivants est appréciée :
Langages de programmation : Spark
Machine learning: K nearest neighbours, Naive Bayes
Avantages :
Titre-restaurant / Panier
Participation au transport
Pour plus d'informations: https://eversa.fr/carrieres/consultant-data-scientist-h-f/
Type d'emploi : Temps plein, CDI
Salaire : 40 000,00€ à 70 000,00€ /an
Expérience:
consultant data scientist h/f ou similaire: 3 ans (Requis)
Télétravail:
Temporairement en raison du COVID-19"
Boulogne-Billancourt (92),"Temps plein, CDI",,Data Scientist/Engineer H/F,Pierre Fabre,- Boulogne-Billancourt (92),"Votre mission
Au sein de la Direction Médicale & Relations Patients/Consommateurs et rattaché à la Directrice Projets RWE & Datas, vous serez l’expert identifié de la gestion et de l’analyse des données Big data des différents métiers de la direction et serez responsable du croisement de ces données avec celles mises à disposition via les services et canaux digitaux dans le but de donner du sens à ces données et en extraire de la valeur pour appuyer les équipes dans la prise de décisions stratégiques ou opérationnelles.
Plus précisément, vous :

participez à la mise en place des solutions « real-world data » et à la création des outils pour collecter des données Big Data dans le but de soutenir les différents métiers (RWE, Medical Affairs, Market Access, HEOR, Patient centricity, MSL, Marketing, ...) sur l’ensemble du portefeuille Pierre Fabre, y compris oncologie, dermato-cosmétologie ;
identifiez les besoins et la problématique des directions métiers et anticipez les besoins en data en recherchant en continu de nouvelles sources d’informations pertinentes ;
élaborez une vision stratégique et globale assurant une prise de décision éclairée et définissez une modélisation statistique ou des modélisations « machine learning » qui permettent de répondre à la problématique ;
développez des solutions innovantes pour collecter des données de vraie vie ou des études cliniques ;
investiguez l'ensemble des sources de données pertinentes structurées ou non structurées nécessaires à l'analyse et vous organisez, étudiez et synthétisez ces données sous forme de résultats exploitables ;
concevez les modèles et algorithmes pour collecter, stocker, traiter et restituer les données ;
imaginez de nouveaux modèles d'analyse pour traiter des données brutes et hétérogènes qui ne peuvent pas être analysées à l'aide d'outils classiques de gestion de bases de données ;
collaborez de façon étroite avec les équipes d’autres fonctions comme Centre d'Excellence de la Data, Social listening, les marques et les filiales.
Profil recherché
Formation Bac+4/5 de type Ecole d’ingénieur avec une spécialisation en Data Science (ou connaissances équivalentes acquises par expérience professionnelle).
Expérience de 3 ans minimum dans une expérience similaire. Une expérience dans le développement d’API serait appréciée.
Maîtrise de Python et/ou R. Le codage sous SAS est un atout.
Connaissance ou forte appétence pour les technologies telles que Docker.
Anglais professionnel, écrit et oral.
Vous témoignez d’un fort intérêt pour le développement en langage Big Data et pour le secteur de la santé.
Créatif et agile, vous disposez de bonnes capacités d’adaptation, vous avez le sens du collectif."
Paris 8e (75),CDI,45 000 € - 55 000 € par an,"Développeur Backend, Data, Cloud Adtech",HireFirst,- Paris 8e (75),"Le client final
• Solution qui permet aux éditeurs et annonceurs de diffuser leurs campagnes publicitaires sur des formats pertinents et pour une audience adaptée en fonction de leur image de marque. • Société créée en 2012, 150 personnes • Siège parisien et plusieurs bureaux à Londres, Düsseldorf, Singapour et New-York • 250 millions de visiteurs par mois


Votre mission
En tant que développeur bakend et data, votre rôle sera de développer et maintenir l’outil de tracking server side, les datalake/Warehouse/Mart et les outils de reporting. Plus précisément vous serez en charge de : • Concevoir et implémenter des pipelines pour alimenter les modèles de données depuis différentes sources dans un environnement distribué (AWS) • Travailler sur des API utilisées par les développeurs fullstack • Développer des reportings automatiques pour les équipes Business • Participer au de choix de conception big data • Être le relais des équipes techniques afin de leur expliquer les choix liés à l’architecture des applications dont vous serez référent


Votre profil
• Au moins 3 ans d’expérience en tant que développeur backend/data • Expérience dans les architectures Data et les pipelines de données • Expérience avec les services big data d’AWS (Redshift, Glue, Pipeline, Kinesis Firehose, S3, Athena ou Spectrum) • Connaissance de Php Laravel (Stack actuelle, en migration vers Python) • Connaissance de Python dans un contexte data


Environnement technique
Environnement technique : - Python - ETL - SQL - PostgreSQL - AWS - Node.JS - Devops"
Paris (75),,,Manager Data Scientist Marketing (F/H),Novencia,- Paris (75),"Contexte
Big Data, Open data, IOT, IA, les possibilités de croisement et de valorisation des données deviennent infinies.
NOVENCIA Group dispose de Data Science et Data Analysis capables d’accompagner ses clients dans l’identification des cas d’usages, leur expérimentation et l’industrialisation des plus valorisants.
En décryptant les données et en procédant aux croisements les plus pertinents, notamment au travers de méthodes de Machine Learning, nos Data Scientists et Data Analysts savent tirer le meilleur parti des données clients.
Data Scientist expérimenté ou Chef de Projet Data Science avec au moins 8 ans d’expérience, vous êtes à la recherche de nouveaux défis. Bouclez votre ceinture, la suite est pour vous !
Compétences
AYANT LES COMPÉTENCES EN
Anglais Machine Learning Power BI Python R SAS SQL Statistiques
Profil
Carnet de route
Nos 35 référencements auprès de Grands Comptes et bien d’autres à venir offrent un large champ de possibles : E-commerce, Média, Banque, Assurance, Service, … !
Évidemment, nous privilégions les environnements innovants et Data-centric.
Exemples de missions :
Analyses à des fins d’amélioration de la connaissance client et d’optimisation de parcours clients, de segmentation d’offre, de prédictions de comportement (Média)
Analyses du comportement client à des fins d’optimisation des opérations commerciales (Service)
Prévision de vente de milliers de pièces détachées automobiles (Automobile)
Votre rôle
Encadrer des Data Scientists et Data Analysts
Intervenir sur des projets complexes de Data Science
Gérer et piloter des projets Data Science
Manager la relation client et être garant de la qualité des prestations
Accompagner les Data Analysts et les Data Scientists dans leurs parcours et leur évolution (organisation de challenges, contribution de l’animation de notre Tribu Data, …)
Participer au développement de l’offre en produisant des contenus (Webinar, meet-up, ….)
Contribuer au recrutement
Assurer un rôle commercial en détectant des besoins et en participant à des avant-ventes
À vous de choisir. Chez NOVENCIA, chaque consultant a le choix de sa mission et décide de la façon dont il souhaite évoluer.
De la technique et de la personnalité
Meneur : Entraîne ses équipes, les challenge, les motive
Explorateur : part à la recherche de données sur des terres inconnues
Savant : découvre et expérimente de nouveaux outils de récupération des données, d’exploration, de modélisation, …
Jongleur : aime manier les chiffres
Caricaturiste : reformule, vulgarise, schématise
Fin limier : trouve les meilleures solutions
Curieux : ne passe pas à côté d’une information essentielle
Bilingue : passe aisément du français au langage statistique
Couteau suisse : passe d’un rôle d’expert de la Data et de la modélisation à Manager d’équipes à Responsable de propositions commerciales
Avancer en équipe
NOVENCIA, c’est avant tout un projet collectif.
Validation par un pair. Après les formules d’usage du premier entretien, vous rencontrez un de nos consultants lors d’un second échange pour qu’il puisse appréhender votre niveau technique et vous en dire plus sur l’écosystème de NOVENCIA. (C’est souvent là que tout bascule…).
Partage d’expérience. NOVENCIA compte 7 communautés : Partners – Finance/ Prodigi – Agile / Craft / ActiveViam / UX@Scale / Data / GDPR, dont le fonctionnement est indépendant. Dotées de leur propre budget, elles sont libres de récolter et diffuser des informations. L’objectif : encourager la veille technique et l’évolution professionnelle.
Expertise. Meet-up, webinar, articles, vidéos…Au-delà d’un objectif purement professionnel, technique ou fonctionnel, NOVENCIA vous donne la possibilité de vous exprimer. Environ 80 événements annuels sont organisés. Autant d’occasions pour un collaborateur de se dépasser. Crédibilité et notoriété du parcours sont donc au rendez-vous !
Formation sur mesure. NOVENCIA possède son propre centre de formation. Technique ou fonctionnelle, les formations proposées sont, pour la plupart, certifiantes.
Suivi personnalisé. Qu’elle soit personnelle ou professionnelle, votre évolution est notre priorité. C’est pourquoi nous avons créé les Instants RH et Objectifs Carrière. Vous l’avez compris, chez NOVENCIA on ne lâche rien !
Notre objectif commun : co-construire votre carrière en fonction de vos aspirations et de vos compétences.

S’engager en faveur du handicap c’est garantir l’égalité des chances dès le recrutement.
À compétences égales, nos postes sont ouverts aux personnes en situation de handicap."
Le Plessis-Robinson (92),,,Data Integration Engineer F/H,TRIMANE,- Le Plessis-Robinson (92),"TRIMANE est une société de service spécialisée dans les systèmes d’information décisionnels (SID), nous proposons un ensemble de service sur mesure pour aider nos clients à gérer et rentabiliser l’information au sein de leur entreprise. En tant que spécialiste du décisionnel, nous sommes reconnus pour le très haut niveau d’expertise de nos consultants.Nous accompagnons nos clients (CAC 40 et SBF 120) sur des prestations de Conseil, MOA et MOE, autour du traitement et l’analyse des data, quel que soit l'environnement technique (BI, Big Data, Cloud, Machine Learning, Deep Learning, NLP, etc.) ou méthodologique. TRIMANE accompagne la montée en compétences de ses collaborateurs grâce à sa casquette d'Organisme de Formation BI & Big Data (+ de 40 formations), et son DataLab acteur de la recherche scientifique orientée Data, impliquant entre autre la production d’outils d’Analyse de données & Dashboarding, d'Intégration de données et de Prédiction juridique.Dans le cadre de la mise en place et le développement de projets décisionnels, vous accompagnerez nos clients autour de la mise en place de solutions BI. Vos missions principales consistent en : - Analyse des spécifications fonctionnelles fournies par la MOA- Conception de la solution technique- Enrichissement du modèle de données- Rédaction des spécifications techniques détaillées- Développement des flux d'alimentation avec un ETL- Bâtir les stratégies de recette, mener les tests d'intégration technique et fonctionnelle ainsi que leur validation par les référents métiers- Suivi de production des différentes applications. Diplômé d’une école d’ingénieur ou d’un Master autour de la Data, vous bénéficiez d'une première de 2 ans minimum environnement dans ce domaine.Vous êtes passionné par la Data et vous effectuez une veille permanente autour des sujets suivants : Gouvernance des données ;Data Intelligence : traitement ETL, modélisation datawarehouses, datamarts, analyse multidimensionnelle OLAPData Visualisation : Tableau Software, Qlik Sense, PowerBI, Tibco, Microstrategy, R Shiny, Oracle Data Visualisation etc. ;Bases de données relationnelles & NoSQL (MongoDB, Cassandre, Hbase,..) et langages de requête (Hive, Pig) ;Environnements Cloud (Microsoft Azure, Google Cloud, AWS) ;

Data"
Paris 6e (75),"Temps plein, CDD",1 850 € - 2 500 € par mois,Statisticien/ Data Manager,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,- Paris 6e (75),"Missions et responsabilités
Suite à la constitution d'un Entrepôt de Données de Santé à l'Assistance Publique - Hôpitaux de Paris, l'Unité de Recherche Clinique des hôpitaux de Cochin et Necker cherchent un data manager / statisticien.
L'assistant aura la possibilité de travailler sur de nombreux projets à la pointe de la recherche médicale, notamment sur les projets relatifs au Covid-19. Dans le cadre de ces projets, l'assistant sera amené à :
Aider à la rédaction des projets de recherche
Structurer les données pour les projets de recherche
Réaliser les analyses statistiques
Enfin, il pourra être amené à participer aux travaux de recherche des équipes de recherche de l'Unité de Recherche Clinique, sur des travaux de pointe en recherche médicale sur données.
Les formations adéquates aux outils spécifiques seront proposées afin qu'il puisse assurer ses missions.
Profil recherché
Le candidat devra disposer d'un diplôme de grade master en statistique, biostatistique, mathématiques ou informatique.
La maîtrise des bases de l'analyse statistique est requise.
L'assistant sera amené à travailler avec le langage R ou le langage Python. La maîtrise d'un de ces langages est nécessaire.
La connaissance du monde la santé et de la recherche médicale sera fortement appréciée.
La connaissance de l'anglais est un plus.
Avantages :
Participation au transport
RTT
Type d'emploi : Temps plein, CDD
Salaire : 1 850,00€ à 2 500,00€ /mois
Expérience:
statisticien/ data manager ou similaire: 1 an (Souhaité)
Télétravail:
Temporairement en raison du COVID-19"
Boulogne-Billancourt (92),"Apprentissage, Contrat pro",,Alternant(e) Data Analyst H/F,TF1,- Boulogne-Billancourt (92),"Type de contrat:
CDD Profession.

Métier:
Digital, Data, Développement web

Société:
TF1 SA

Faisons connaissance
Première chaîne de télévision généraliste française, le Groupe TF1 ne compte pas que ses chaînes.

En effet, TF1 a engagé depuis plus de 25 ans une diversification de ses activités et est devenue un groupe de communication intégré qui développe au-delà de son cœur de métier, des activités sur des segments porteurs tels que la production audiovisuelle, le digital, la télévision payante, le e-commerce mais aussi l'exploitation de salles et la production de spectacles, les licences et les jeux.

Au sein de la Direction Digital et Innovation, l’équipe Data & Analytics renforce la stratégie globale de groupe TF1 avec un objectif principal : la création de valeur à partir des données collectées.

A ce titre l’équipe Data & Analytics accompagne toutes les directions métiers et développe des outils innovants et des modèles algorithmiques qui permettent d’optimiser l’expérience client, de piloter la performance et de monétiser les données en déployant en production différents projets stratégiques, à forte visibilité.
Votre rôle au sein de l’équipe
Au sein de l’équipe DATA, vous aurez pour missions de développer les outils statistiques et informatiques du DataLake.

Vous apporterez vos connaissances dans le traitement et l’agrégation de données provenant de sources variées et hétérogènes (logs techniques, bases CRM, études, réseaux sociaux, données marché,…). Egalement, vous aurez pour mission de mettre en place des processus d’alimentation de données dans l’optique de restituer des données auprès des différents métiers via outils de dataviz ou présentations. Enfin, vous travaillerez sur les différentes programmatiques liées à la publicité en ligne (optimisation ciblages, mise en place de nouveaux produits publicitaires).

Tout au long de l’année, vous serez amené(e) à :
Approfondir les nouvelles techniques de traitements des plateformes big data
Mettre en place des alimentations de données dans le but de statistiques
Intégrer les données en base grâce aux différents outils de manipulation de données
Développer des dashboards sous Tableau
Apprentissage du monde digital

Localisation du poste
Lieu de travail : Boulogne Billancourt
Vos atouts pour faire la différence
Vous êtes étudiant(e) en fin de cycle informatique et BigData, datascience ou équivalent
Rigoureux(se), vous avez un bon esprit de synthèse et un raisonnement structuré
Bonne maitrise SQL / PYTHON OU R / Gestion de projets"
Puteaux (92),CDI,,Consultant Data Scientist F/H,EVERSA,- Puteaux (92),"Vous aurez pour mission de déterminer, à partir de sources de données multiples et dispersées, des indicateurs permettant la mise en place d'une stratégie répondant à une problématique. A ce titre, voici vos principales missions :

Identifier les besoins et la problématique des directions métiers

Définir une modélisation statistique qui permette de répondre à la problématique

Construire des outils d'analyse pour collecter les données de l'entreprise

Sourcer et rassembler l'ensemble des sources de données structurées ou non structurées nécessaires à l'analyse et pertinentes

Organiser, étudier et synthétiser ces sources de données sous forme de résultats exploitables

Modéliser les comportements et en extraire de nouveaux usages utilisateurs
Profil recherché De formation supérieure, vous disposez d’une expérience d’au moins 2 ans sur une fonction similaire.

La maitrise des sujets suivants est indispensable :
Langages de programmation : Python/ R

Bases de données : SQL (SQL Server ou PostgreSQL ou MySQL), NoSQL (MongoDB, Cassandre, Couchbase)

Compétences en Machine Learning : Clustering, Neural networks ou réseaux de neurones, Classification, Régression, Random forest, Support Vector Machines, …

La maitrise des sujets suivants est appréciée :
Langages de programmation : Spark

Machine learning: K nearest neighbours, Naive Bayes

Un bon relationnel, une facilité à vous adresser aux métiers, une grande capacité d’adaptation et de la rigueur sont des qualités essentielles chez EVERSA.

Pour plus d'informations: https://eversa.fr/carrieres/consultant-data-scientist-h-f/
Entreprise Rejoindre EVERSA, c’est la possibilité d’acquérir une expérience valorisante au sein d’une structure composée exclusivement d’experts BI, Big data et Administration de bases de données. Nous accompagnons individuellement chacun de nos collaborateurs grâce à un management de proximité.

Nos clients sont essentiellement des entreprises de taille intermédiaire dans les univers du retail, du e-commerce, du tourisme ou du service aux entreprises. Nous intervenons sur des projets en cycle court, à forts enjeux business, auprès d’entreprises ultra dynamiques."
Paris 9e (75),"Temps plein, CDI",,Data Engineer H/F,NEOBRAIN,- Paris 9e (75),"Neobrain développe des solutions digitales intuitives pour aider l’Homme à gérer sa carrière dans un monde en pleine mutation. Orientation professionnelle, gestion de carrière, recrutement, nous intégrons l’intelligence artificielle en support de l’Homme pour le centrer sur son cœur de métier. Créé en 2018, Neobrain compte déjà une trentaine de clients (grands comptes) et 2 bureaux (Lisbonne et Paris).
L'équipe de Data Science de Neobrain applique l'apprentissage machine learning à divers problèmes liés au domaine des ressources humaines. En tant que Data Engineer au sein de cette équipe, tu travailleras en étroite collaboration avec des data scientist et des développeurs pour prendre en charge des problèmes réels en matière de ressources humaines.
Le cadre de ce travail signifie qu'il y a beaucoup de data à explorer, à développer des algorithmes de PNL et de voir l'impact réel de ton travail sur la vie professionnelle des utilisateurs finaux. La complexité et l'ampleur des problèmes exigent des solutions véritablement innovantes. En tant que tel, tu continueras à bénéficier d'une grande liberté car notre objectif est de te permettre de développer des idées innovantes.
Un Data Engineer de ce groupe peut être issu de la reconnaissance vocale ou du traitement du langage naturel, mais il peut aussi venir d'un apprentissage machine plus général.
Si tu souhaites être autonome, évoluer au sein d'une équipe engagée, dynamique et motivée, occuper une position clé dans le développement de l'entreprise, nous sommes impatients de te rencontrer !
Tes missions
* Manipuler des données structurées et non structurées pour appliquer le ciblage de la recherche afin d'aider à résoudre des problèmes difficiles dans le domaine des ressources humaines
* Identifier les opportunités commerciales et opérationnelles pour générer de la valeur grâce à des solutions intelligentes
* Concevoir, mettre en œuvre, évaluer et optimiser l'architecture des pipelines de données et déployer des modèles prédictifs ; lancer des API qui conduisent à une amélioration des performances des applications Neobrain dans des scénarios réels
* Développer une large base de code, par la conception, la révision, la maintenance et la collaboration avec du code extérieur
* Développer des processus de grattage web à grande échelle pour la collecte de données provenant de différentes sources afin de développer des ensembles de données à l'usage des membres de l'équipe
* Créer ou mettre à jour la documentation et les rapports si nécessaire
* Suggérer, concevoir et construire des outils réutilisables pour favoriser une interaction et une expansion rapides
* Partager les connaissances, chez Neobrain l'apprentissage fait partie de nos valeurs fondatrices. Tu devras documenter ton expertise en combinant études de marché, entretiens, analyses et suivi méthodologique
Profil recherché
* Tu es un expert en Python, SQL, Java, tu as des connaissances en statistiques et en machine learning
* Tu connais Docker, Git, Spark, Hadoop et Kafka
* Capacité à travailler sur des données structurées, semi-structurées et non structurées, à extraire des informations et à identifier des liens entre des ensembles de données disparates
* Expérience et intérêt pour les plateformes de cloud computing telles que AWS, Azure, Google Platform ou Databricks
* Expérience dans de multiples technologies de bases de données telles que EMR, MS SQL Server, Oracle, MySQL, PostgresSQL, MPP, NoSQL
* Expérience dans les outils traditionnels d'entreposage de données/ETL
* Souci extraordinaire du détail
* Tu es propriétaire de tes projets : tu prends l'initiative, tu es flexible et autonome, et tu fais preuve d'une grande rigueur
* Tu es une personne de confiance
* Tu es synthétique, clair et as de bonnes capacités de communication
* Tu as une courbe d'apprentissage très élevée, tu es capable de t'adapter à un écosystème en constante évolution et tu apprends très vite à garder une longueur d'avance.
* Tu as l'esprit d'équipe : tu as de bonnes qualités relationnelles, aimes le partage et les défis.
* Tu sais faire preuve d'empathie
* Travailler dans une start-up en pleine expansion te motive tout particulièrement !
* Avoir un impact sur la vie des utilisateurs te motive constamment
Encore une chose ?
Nous sommes constamment à la recherche de talents. Si tu penses avoir les compétences nécessaires pour nous rejoindre, nous sommes heureux de lire les candidatures spontanées.
Nous nous engageons à offrir un environnement de travail exigeant, mais dans la bonne humeur et la bonne volonté.
Tu participeras à l'élaboration d'un projet collectif passionnant, comportant de grands défis.
Nos bureaux sont situés à Notre-Dame de Lorette dans le 9ème arrondissement de Paris et tu seras couvert par Alan, l'assurance maladie 2.0 : ), bien sûr nous te fournirons un ordinateur portable.
Tu as la possibilité de travailler à Paris ou à Lisbonne.
Engagés dans un processus d'intégration très inclusif, nous examinons avec le même intérêt toutes les candidatures sans différenciation.
Avantages :
Participation au transport
Type d'emploi : Temps plein, CDI
Expérience:
data engineer h/f ou similaire: 2 ans (Souhaité)
Langue:
Anglais (Requis)
Télétravail:
Temporairement en raison du COVID-19"
